loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken
LOAN002136,CUST09512,Home,Unsecured,110608.84,7.94,48,2697.17,2018-05-08,2022-04-17,Monthly,Active,92,46399.1,162092.36,16,32387.14,LO154,BR15,False
LOAN002137,CUST01182,Personal,Unsecured,1045676.45,12.73,60,23648.07,2020-06-21,2025-05-26,Quarterly,Closed,65,129264.12,218149.19,16,42838.21,LO162,BR30,True
LOAN002138,CUST09516,Business,Unsecured,323347.27,,180,2909.95,2023-07-01,2038-04-13,Bi-Annual,Closed,222,71991.72,,,,LO136,BR34,False
LOAN002139,CUST03616,Personal,Unsecured,65767.61,11.42,180,764.95,2020-12-08,2035-09-21,Quarterly,Active,19,41324.84,8055.55,17,45709.98,LO188,BR23,False
LOAN002140,CUST06193,Wedding,Secured,2382833.0,12.66,36,79897.39,2024-02-20,2027-02-04,Monthly,Active,128,2212578.75,3720797.41,1,34829.62,LO135,BR46,True
LOAN002141,CUST01246,Education,Secured,283334.72,9.83,84,4678.84,2018-05-28,2025-04-21,Monthly,Closed,233,246165.57,285872.05,5,40918.34,LO167,BR24,False
LOAN002142,CUST01598,Home,Secured,578758.25,21.37,24,29845.16,2018-04-19,2020-04-08,Monthly,Active,132,487651.43,537299.74,17,26953.71,LO172,BR33,True
LOAN002143,CUST03820,Home,Unsecured,318651.18,11.0,84,5456.08,2019-12-23,2026-11-16,Monthly,Active,159,12767.26,553712.36,6,48840.27,LO179,BR17,True
LOAN002144,CUST00416,Education,Unsecured,321241.12,15.95,84,6371.37,2020-08-02,2027-06-27,Monthly,Active,100,188671.47,88384.83,1,1257.31,LO150,BR25,False
LOAN002145,CUST00188,Home,Unsecured,147079.74,10.83,60,3185.41,2022-07-28,2027-07-02,Monthly,Closed,194,67981.07,270544.04,3,17551.62,LO115,BR10,False
LOAN002146,CUST05541,Home,Secured,1948948.21,18.83,240,31328.85,2022-12-19,2042-09-05,Monthly,Under Review,161,1071445.07,351538.62,7,31354.83,LO188,BR24,False
LOAN002147,CUST06920,Education,Secured,175192.81,17.12,24,8672.03,2022-12-03,2024-11-22,Monthly,Defaulted,85,264.94,131347.06,14,45280.62,LO143,BR48,True
LOAN002148,CUST04140,Education,Unsecured,168779.42,18.7,24,8483.36,2023-12-26,2025-12-15,Monthly,Closed,0,83066.52,144042.0,1,20619.52,LO113,BR48,True
LOAN002149,CUST02167,Home,Unsecured,205026.54,9.03,12,17932.73,2022-02-15,2023-02-10,Monthly,Active,231,196026.77,351104.32,14,25275.15,LO184,BR29,True
LOAN002150,CUST07522,Personal,Secured,230472.65,11.94,240,2528.07,2018-12-06,2038-08-23,Quarterly,Under Review,188,100262.25,336425.64,6,31603.34,LO183,BR46,True
LOAN002151,CUST01387,Wedding,Secured,243105.8,9.64,12,21332.18,2021-02-02,2022-01-28,Monthly,Closed,4,89166.95,424201.09,19,42552.78,LO155,BR18,True
LOAN002152,CUST05727,Travel,Secured,281104.05,,240,4215.4,2021-12-02,2041-08-19,Monthly,Closed,57,276450.45,,,,LO101,BR12,True
LOAN002153,CUST04289,Home,Secured,152322.77,17.03,12,13894.73,2021-11-08,2022-11-03,Monthly,Defaulted,113,97311.27,205547.52,9,45696.55,LO102,BR14,True
LOAN002154,CUST08778,Business,Unsecured,354540.8,21.62,60,9715.58,2021-01-09,2025-12-14,Bi-Annual,Closed,51,136863.41,648460.49,10,5027.36,LO171,BR22,False
LOAN002155,CUST05418,Education,Unsecured,589944.92,20.49,48,18106.61,2021-06-30,2025-06-09,Monthly,Active,165,311491.32,403793.56,7,14082.49,LO101,BR22,True
LOAN002156,CUST05846,Personal,Unsecured,111588.4,21.02,36,4205.25,2021-03-09,2024-02-22,Monthly,Active,137,36114.84,8054.32,8,4046.53,LO132,BR13,False
LOAN002157,CUST02637,Personal,Unsecured,1575397.58,15.48,180,22569.28,2021-01-24,2035-11-07,Monthly,Closed,161,977147.53,2549418.58,0,21801.81,LO136,BR23,False
LOAN002158,CUST09585,Wedding,Secured,49783.57,8.8,60,1028.6,2021-06-07,2026-05-12,Monthly,Closed,32,34445.51,80245.84,5,2493.05,LO126,BR29,True
LOAN002159,CUST02680,Vehicle,Unsecured,244677.75,20.96,120,4885.31,2019-08-01,2029-06-09,Monthly,Active,34,147488.85,46663.67,6,30654.94,LO146,BR19,False
LOAN002160,CUST04907,Vehicle,Secured,188288.09,20.03,84,4184.56,2023-03-13,2030-02-04,Monthly,Defaulted,68,57043.03,105367.25,14,1912.16,LO194,BR20,True
LOAN002161,CUST01915,Travel,Secured,392983.96,12.91,240,4578.93,2020-06-30,2040-03-17,Monthly,Closed,133,323246.45,128671.41,17,41239.67,LO168,BR44,True
LOAN002162,CUST03378,Home,Unsecured,253598.52,15.07,84,4903.59,2023-06-27,2030-05-21,Quarterly,Closed,97,220029.69,245775.56,15,35569.4,LO129,BR46,True
LOAN002163,CUST05658,Personal,Unsecured,123931.77,8.03,180,1186.5,2019-08-25,2034-06-07,Monthly,Defaulted,89,86133.13,15576.96,9,8468.61,LO143,BR46,True
LOAN002164,CUST04578,Home,Secured,382229.26,12.24,84,6796.55,2022-10-21,2029-09-14,Monthly,Active,225,31179.49,92775.81,2,10218.03,LO192,BR31,True
LOAN002165,CUST02749,Home,Secured,463123.72,18.96,24,23336.43,2024-04-21,2026-04-11,Quarterly,Closed,127,146860.61,334641.26,18,12895.67,LO197,BR16,True
LOAN002166,CUST09936,Business,Unsecured,286653.55,21.64,240,5241.19,2020-02-10,2039-10-28,Monthly,Active,193,146493.44,126226.9,6,43673.59,LO113,BR45,False
LOAN002167,CUST09730,Vehicle,Unsecured,189728.94,14.01,120,2946.99,2019-11-02,2029-09-10,Monthly,Active,166,169547.2,303612.04,3,20673.8,LO100,BR20,False
LOAN002168,CUST00346,Home,Unsecured,1150961.81,10.89,120,15782.92,2020-08-04,2030-06-13,Bi-Annual,Active,104,325767.27,334367.36,2,6647.5,LO106,BR28,False
LOAN002169,CUST03836,Personal,Unsecured,1987631.53,18.5,240,31442.28,2020-04-16,2040-01-02,Monthly,Defaulted,61,609136.37,2060850.57,12,35189.43,LO153,BR24,False
LOAN002170,CUST04206,Travel,Unsecured,115368.57,19.75,60,3040.54,2020-11-05,2025-10-10,Bi-Annual,Defaulted,114,10841.0,95021.31,18,33636.72,LO185,BR18,True
LOAN002171,CUST05894,Home,Unsecured,922245.02,16.36,84,18507.29,2023-12-24,2030-11-17,Monthly,Closed,79,651540.66,536844.15,18,3786.04,LO160,BR33,True
LOAN002172,CUST00147,Home,Unsecured,690280.32,13.98,36,23585.44,2020-05-23,2023-05-08,Monthly,Active,146,402044.0,786386.77,17,10166.32,LO104,BR34,False
LOAN002173,CUST00073,Vehicle,Unsecured,612623.12,20.35,120,11981.8,2020-04-10,2030-02-17,Monthly,Active,25,573977.14,494189.22,10,8352.45,LO192,BR31,True
LOAN002174,CUST02462,Education,Unsecured,67953.48,16.98,84,1387.9,2023-06-11,2030-05-05,Monthly,Closed,138,67191.38,65788.16,7,6678.33,LO157,BR10,False
LOAN002175,CUST03226,Business,Secured,300212.15,6.52,180,2618.47,2021-12-16,2036-09-28,Monthly,Active,223,29618.15,483476.59,1,1328.02,LO180,BR46,False
LOAN002176,CUST02622,Travel,Unsecured,1040436.2,21.56,240,18957.24,2022-03-04,2041-11-19,Monthly,Active,199,296287.19,1558981.03,2,16112.61,LO155,BR28,False
LOAN002177,CUST09337,Home,Unsecured,98288.33,17.56,24,4886.09,2023-01-07,2024-12-27,Monthly,Active,63,22050.85,8997.32,9,27622.62,LO103,BR45,False
LOAN002178,CUST09828,Education,Unsecured,401461.17,13.98,240,4986.42,2020-06-15,2040-03-02,Bi-Annual,Defaulted,137,249172.91,287672.63,13,4002.52,LO131,BR28,True
LOAN002179,CUST04239,Personal,Unsecured,152075.92,6.74,180,1344.89,2023-07-11,2038-04-23,Monthly,Under Review,79,34054.09,172640.01,17,29278.2,LO191,BR36,False
LOAN002180,CUST05730,Personal,Unsecured,946790.32,7.2,180,8616.23,2024-01-27,2038-11-09,Monthly,Active,86,885355.6,1458536.01,5,34788.08,LO187,BR28,False
LOAN002181,CUST07531,Personal,Secured,1162978.81,21.5,24,60046.42,2021-10-25,2023-10-15,Monthly,Closed,233,753198.64,1167045.78,5,4744.19,LO133,BR33,False
LOAN002182,CUST00973,Vehicle,Secured,547298.06,18.84,180,9146.54,2019-01-14,2033-10-27,Monthly,Closed,147,267954.49,551541.15,12,39471.07,LO197,BR33,False
LOAN002183,CUST09786,Business,Unsecured,271935.13,8.0,180,2598.75,2020-08-07,2035-05-21,Monthly,Under Review,74,181796.4,510761.2,6,23845.35,LO146,BR36,True
LOAN002184,CUST02265,Education,Unsecured,246218.25,18.09,180,3981.1,2020-03-13,2034-12-25,Monthly,Defaulted,183,242077.03,375370.98,13,10988.75,LO128,BR47,False
LOAN002185,CUST05047,Business,Unsecured,240037.08,9.18,36,7653.24,2018-11-09,2021-10-24,Monthly,Active,191,108840.46,101164.73,3,21728.96,LO102,BR47,True
LOAN002186,CUST04816,Home,Secured,232094.62,12.52,12,20677.83,2019-03-15,2020-03-09,Monthly,Closed,25,78477.59,227205.35,14,9132.93,LO104,BR10,True
LOAN002187,CUST00192,Business,Unsecured,253550.81,14.35,240,3217.61,2022-05-14,2042-01-29,Monthly,Active,148,83885.92,312673.07,16,3626.03,LO183,BR23,True
LOAN002188,CUST05358,Medical,Secured,613948.77,20.51,120,12073.25,2021-09-13,2031-07-23,Monthly,Active,221,156549.72,1133047.95,17,43998.22,LO189,BR22,False
LOAN002189,CUST05674,Travel,Unsecured,157681.05,7.31,180,1444.75,2020-06-02,2035-03-16,Quarterly,Active,113,71440.0,36671.94,17,31630.8,LO158,BR35,True
LOAN002190,CUST06147,Vehicle,Secured,589903.04,8.58,180,5836.7,2019-04-12,2034-01-23,Monthly,Active,51,394941.32,440821.11,5,49351.52,LO181,BR32,True
LOAN002191,CUST08779,Education,Unsecured,3453370.97,18.47,240,54548.61,2019-08-18,2039-05-05,Monthly,Active,186,3288097.47,3946058.89,15,29150.96,LO124,BR27,True
LOAN002192,CUST04511,Vehicle,Secured,349496.5,21.94,36,13336.58,2022-09-17,2025-09-01,Monthly,Active,100,106636.99,72817.06,2,16719.11,LO135,BR30,True
LOAN002193,CUST02695,Home,Unsecured,493002.16,18.53,12,45322.88,2020-10-30,2021-10-25,Monthly,Closed,57,175024.21,671926.4,14,49058.93,LO111,BR25,False
LOAN002194,CUST00662,Vehicle,Secured,69603.57,18.55,24,3493.42,2021-11-19,2023-11-09,Bi-Annual,Defaulted,29,67265.35,64943.93,11,31982.98,LO146,BR17,False
LOAN002195,CUST02492,Medical,Secured,390617.57,14.72,180,5392.32,2022-04-11,2037-01-22,Monthly,Active,147,23130.77,454518.56,7,18867.46,LO119,BR50,True
LOAN002196,CUST06158,Wedding,Secured,225823.06,11.84,24,10613.41,2022-03-30,2024-03-19,Monthly,Active,43,222654.81,321697.88,4,2747.16,LO161,BR31,False
LOAN002197,CUST01607,Home,Unsecured,767924.06,8.69,180,7647.82,2022-12-27,2037-10-09,Monthly,Closed,69,272415.98,892645.07,17,2462.67,LO135,BR40,True
LOAN002198,CUST08605,Vehicle,Unsecured,1018468.37,9.32,60,21300.25,2021-12-12,2026-11-16,Quarterly,Closed,125,626302.42,1543102.21,17,20981.55,LO196,BR29,False
LOAN002199,CUST03697,Wedding,Secured,361631.87,13.37,12,32362.78,2022-12-21,2023-12-16,Monthly,Active,48,109682.77,180169.84,10,48129.92,LO184,BR25,True
LOAN002200,CUST03022,Vehicle,Unsecured,157207.31,21.44,60,4291.99,2018-05-24,2023-04-28,Monthly,Active,107,64677.57,54981.44,13,41954.02,LO119,BR29,False
LOAN002201,CUST09847,Travel,Unsecured,157007.27,15.91,240,2173.78,2021-12-22,2041-09-08,Bi-Annual,Active,138,34423.79,35485.76,13,3060.16,LO194,BR39,True
LOAN002202,CUST04499,Personal,Unsecured,65791.31,19.93,240,1114.07,2023-05-11,2043-01-26,Bi-Annual,Closed,99,10048.14,70799.07,16,30026.41,LO110,BR47,True
LOAN002203,CUST04758,Business,Secured,195413.59,10.29,60,4179.9,2019-03-15,2024-02-17,Monthly,Active,230,190084.53,235961.28,16,47060.48,LO118,BR40,False
LOAN002204,CUST04507,Home,Unsecured,175980.83,12.59,36,5894.8,2023-05-16,2026-04-30,Monthly,Active,207,106013.21,242805.18,7,40799.53,LO168,BR33,False
LOAN002205,CUST09633,Education,Secured,843515.54,17.84,240,12914.3,2019-01-19,2038-10-06,Monthly,Active,83,70155.28,1254743.65,18,21938.19,LO115,BR36,True
LOAN002206,CUST09673,Home,Secured,911552.74,7.56,240,7376.89,2022-01-21,2041-10-08,Quarterly,Active,206,266283.78,288985.66,18,34386.05,LO131,BR28,True
LOAN002207,CUST05134,Home,Unsecured,1520109.58,,24,70686.81,2018-12-22,2020-12-11,Monthly,Closed,181,1230531.68,,,,LO125,BR50,False
LOAN002208,CUST01810,Personal,Unsecured,154453.8,15.25,180,2188.22,2024-01-21,2038-11-03,Quarterly,Defaulted,82,77592.04,274536.64,5,8095.68,LO107,BR25,False
LOAN002209,CUST00466,Medical,Unsecured,158467.6,17.34,180,2477.11,2020-07-02,2035-04-15,Monthly,Active,48,113351.13,127229.88,0,31880.13,LO177,BR19,True
LOAN002210,CUST00434,Education,Unsecured,125452.89,13.26,120,1892.43,2020-07-31,2030-06-09,Bi-Annual,Active,181,10386.03,113789.43,0,12505.87,LO137,BR40,False
LOAN002211,CUST01259,Education,Unsecured,1149129.62,19.93,60,30400.17,2020-07-16,2025-06-20,Monthly,Closed,91,444302.79,1440381.43,16,5039.85,LO130,BR23,True
LOAN002212,CUST02155,Business,Unsecured,527858.46,15.56,84,10352.51,2020-08-09,2027-07-04,Bi-Annual,Under Review,42,476155.6,173475.7,19,44335.91,LO167,BR22,False
LOAN002213,CUST09927,Education,Secured,1154849.49,16.59,120,19771.99,2022-02-08,2031-12-18,Monthly,Active,24,545004.99,651078.91,11,2514.96,LO107,BR19,False
LOAN002214,CUST00993,Vehicle,Secured,397814.23,10.69,48,10221.93,2022-06-08,2026-05-18,Quarterly,Active,142,100483.65,758729.39,15,10800.5,LO115,BR47,False
LOAN002215,CUST00682,Home,Unsecured,821835.18,11.58,36,27132.12,2019-11-15,2022-10-30,Monthly,Closed,210,32934.31,297414.03,13,11501.41,LO196,BR49,True
LOAN002216,CUST02849,Personal,Unsecured,219278.83,7.13,180,1986.91,2022-03-04,2036-12-15,Quarterly,Closed,22,114260.17,237220.82,14,36432.89,LO170,BR48,False
LOAN002217,CUST03815,Personal,Unsecured,311317.24,7.66,12,27032.08,2021-10-11,2022-10-06,Monthly,Active,215,218340.88,62520.71,7,19740.81,LO107,BR34,False
LOAN002218,CUST06603,Wedding,Unsecured,157920.99,21.44,84,3645.03,2018-03-12,2025-02-03,Monthly,Closed,192,69767.43,4166.3,12,24832.92,LO169,BR13,True
LOAN002219,CUST07495,Medical,Unsecured,299885.16,15.03,36,10400.02,2019-05-17,2022-05-01,Monthly,Active,95,39726.87,532647.82,8,40129.68,LO162,BR27,False
LOAN002220,CUST08512,Home,Secured,160008.12,8.39,60,3274.34,2020-04-23,2025-03-28,Bi-Annual,Closed,28,82971.7,121764.68,16,15437.52,LO190,BR25,True
LOAN002221,CUST09594,Vehicle,Secured,515624.24,11.33,60,11295.97,2021-10-05,2026-09-09,Monthly,Closed,162,228650.5,593059.68,19,23993.3,LO145,BR21,False
LOAN002222,CUST04067,Vehicle,Unsecured,289649.71,16.33,84,5807.61,2024-03-07,2031-01-30,Bi-Annual,Active,62,242733.32,483510.36,14,28370.18,LO198,BR13,False
LOAN002223,CUST05320,Personal,Unsecured,392424.27,19.8,36,14543.93,2021-06-03,2024-05-18,Monthly,Closed,106,325361.36,139383.15,13,10548.32,LO124,BR37,True
LOAN002224,CUST09774,Home,Unsecured,770096.06,7.52,36,23961.85,2019-04-09,2022-03-24,Monthly,Active,56,274725.44,1257825.64,8,7989.23,LO158,BR17,False
LOAN002225,CUST03219,Education,Secured,303381.97,13.54,240,3671.69,2018-08-14,2038-05-01,Monthly,Closed,50,125371.87,57864.05,15,43654.13,LO138,BR15,False
LOAN002226,CUST07359,Education,Unsecured,226871.41,7.56,60,4552.51,2020-09-21,2025-08-26,Quarterly,Defaulted,182,47525.32,328977.35,11,32716.78,LO113,BR19,False
LOAN002227,CUST03291,Home,Secured,127562.41,13.66,84,2366.63,2020-12-02,2027-10-27,Bi-Annual,Active,238,34248.18,9921.77,6,35504.59,LO122,BR17,False
LOAN002228,CUST01832,Medical,Secured,188477.8,17.69,48,5506.05,2018-12-07,2022-11-16,Monthly,Defaulted,9,152183.49,332222.33,16,7764.62,LO192,BR39,False
LOAN002229,CUST03195,Personal,Secured,131125.12,18.49,120,2404.2,2018-11-16,2028-09-24,Quarterly,Closed,178,124039.38,23829.34,16,23205.04,LO153,BR10,False
LOAN002230,CUST09258,Education,Unsecured,776952.15,10.75,12,68577.75,2020-08-12,2021-08-07,Monthly,Active,7,653047.88,824074.64,16,7479.19,LO102,BR27,True
LOAN002231,CUST08704,Medical,Secured,306802.02,,60,6615.67,2022-12-12,2027-11-16,Monthly,Active,99,93327.18,,,,LO103,BR23,True
LOAN002232,CUST04652,Medical,Unsecured,705670.08,21.82,84,16452.64,2020-02-28,2027-01-22,Monthly,Defaulted,11,440380.71,1257145.88,3,46162.58,LO120,BR40,True
LOAN002233,CUST09646,Education,Unsecured,298808.4,8.31,120,3674.5,2019-07-23,2029-05-31,Bi-Annual,Active,66,156580.22,346274.48,12,5482.31,LO154,BR46,False
LOAN002234,CUST00852,Education,Unsecured,580984.87,16.5,60,14283.23,2018-04-07,2023-03-12,Quarterly,Closed,130,338109.8,228180.23,12,45511.89,LO180,BR36,False
LOAN002235,CUST04265,Home,Unsecured,319788.12,17.91,180,5129.24,2019-06-09,2034-03-22,Monthly,Active,74,50012.28,378828.08,18,7311.87,LO193,BR32,False
LOAN002236,CUST04751,Home,Secured,250898.52,18.49,60,6438.24,2019-06-26,2024-05-30,Bi-Annual,Defaulted,218,218982.35,176987.98,11,28932.81,LO156,BR11,False
LOAN002237,CUST04404,Business,Unsecured,684562.11,16.82,24,33787.12,2018-05-12,2020-05-01,Quarterly,Active,18,364179.32,613672.0,10,30363.16,LO134,BR45,False
LOAN002238,CUST05956,Education,Secured,238522.63,12.94,84,4331.42,2018-12-07,2025-10-31,Monthly,Active,181,104754.42,95962.08,6,19067.61,LO143,BR28,False
LOAN002239,CUST08583,Medical,Unsecured,319964.57,8.33,84,5039.8,2023-02-08,2030-01-02,Quarterly,Defaulted,11,173836.99,448401.0,1,34585.32,LO187,BR22,True
LOAN002240,CUST01939,Wedding,Secured,697926.28,15.36,12,63112.27,2020-07-24,2021-07-19,Monthly,Active,163,505887.64,263538.46,10,17544.28,LO196,BR22,False
LOAN002241,CUST03254,Home,Unsecured,59155.04,15.63,36,2068.93,2024-01-22,2027-01-06,Monthly,Closed,161,34063.36,37792.31,4,3586.89,LO165,BR39,False
LOAN002242,CUST05966,Personal,Secured,270178.8,16.61,240,3883.06,2019-12-18,2039-09-04,Monthly,Active,66,184868.66,535527.17,2,31370.72,LO149,BR18,False
LOAN002243,CUST08197,Home,Secured,1317475.92,20.88,48,40711.57,2019-06-01,2023-05-11,Monthly,Closed,114,122576.16,1107502.74,3,31444.41,LO109,BR26,True
LOAN002244,CUST08153,Education,Unsecured,982429.12,13.3,180,12624.66,2022-10-28,2037-08-10,Monthly,Active,86,296666.33,1608113.35,5,39158.38,LO166,BR16,False
LOAN002245,CUST08394,Travel,Unsecured,476364.93,21.36,60,12983.93,2018-06-11,2023-05-16,Monthly,Active,53,246919.12,462259.84,11,28526.32,LO172,BR38,False
LOAN002246,CUST06548,Personal,Unsecured,164533.26,9.83,36,5295.9,2022-06-14,2025-05-29,Bi-Annual,Closed,36,118953.96,274878.54,4,12267.62,LO181,BR29,False
LOAN002247,CUST09461,Vehicle,Secured,699651.6,10.45,24,32430.88,2024-01-17,2026-01-06,Monthly,Closed,53,434184.07,416963.0,5,9190.02,LO184,BR47,False
LOAN002248,CUST03340,Personal,Unsecured,145364.05,8.46,84,2299.13,2022-06-02,2029-04-26,Monthly,Active,231,10998.72,149753.83,0,39597.5,LO132,BR12,False
LOAN002249,CUST01607,Personal,Secured,437303.59,7.66,12,37971.64,2024-03-28,2025-03-23,Monthly,Active,20,395945.86,488594.96,4,16006.45,LO116,BR49,False
LOAN002250,CUST00792,Wedding,Unsecured,572355.96,13.69,180,7503.47,2022-08-23,2037-06-05,Quarterly,Active,229,290656.98,129096.13,15,23329.35,LO196,BR38,False
LOAN002251,CUST08705,Medical,Unsecured,1148663.08,16.34,60,28141.19,2022-09-22,2027-08-27,Monthly,Closed,198,939016.55,1499067.03,11,28468.04,LO103,BR45,True
LOAN002252,CUST08073,Travel,Unsecured,485861.78,12.59,36,16274.82,2020-08-01,2023-07-17,Monthly,Active,50,469174.07,760784.89,14,43446.78,LO149,BR20,False
LOAN002253,CUST08332,Vehicle,Unsecured,422245.17,15.06,24,20485.29,2018-01-04,2019-12-25,Monthly,Defaulted,46,59942.42,414575.11,10,41424.75,LO119,BR40,False
LOAN002254,CUST05098,Personal,Unsecured,242693.28,12.72,240,2795.06,2023-05-23,2043-02-07,Monthly,Defaulted,188,161994.0,428921.43,13,16689.9,LO137,BR36,False
LOAN002255,CUST08247,Personal,Unsecured,137238.03,7.2,48,3299.08,2018-03-09,2022-02-16,Quarterly,Defaulted,197,76383.08,213254.79,14,3528.15,LO168,BR48,True
LOAN002256,CUST06459,Wedding,Secured,137040.54,9.2,84,2218.79,2022-08-20,2029-07-14,Quarterly,Closed,9,20356.62,54442.6,0,5635.92,LO168,BR44,False
LOAN002257,CUST02810,Education,Unsecured,274106.91,10.65,84,4643.09,2021-03-08,2028-01-31,Monthly,Active,34,118155.13,510593.65,4,45583.85,LO158,BR16,True
LOAN002258,CUST06845,Home,Unsecured,648087.03,16.34,12,58905.82,2024-02-06,2025-01-31,Monthly,Active,141,50608.49,1103403.88,1,45699.03,LO164,BR40,True
LOAN002259,CUST04742,Home,Unsecured,60413.84,19.91,48,1835.52,2024-01-21,2027-12-31,Quarterly,Closed,101,7583.13,43156.37,3,15006.65,LO116,BR17,False
LOAN002260,CUST04673,Personal,Secured,468653.52,9.32,60,9801.42,2022-07-28,2027-07-02,Monthly,Active,127,32058.89,492988.61,14,23247.37,LO185,BR36,False
LOAN002261,CUST01231,Business,Unsecured,859944.29,10.01,24,39686.04,2020-07-24,2022-07-14,Monthly,Active,174,525888.31,361670.69,1,42654.58,LO103,BR28,False
LOAN002262,CUST07240,Personal,Secured,257297.2,17.58,84,5344.68,2023-09-19,2030-08-13,Bi-Annual,Active,187,164966.6,331991.24,7,284.03,LO120,BR19,False
LOAN002263,CUST07762,Travel,Unsecured,20322.56,21.32,12,1895.43,2023-01-30,2024-01-25,Monthly,Active,132,10933.81,7169.51,14,15896.96,LO196,BR13,False
LOAN002264,CUST04119,Business,Unsecured,185749.97,11.97,48,4888.77,2021-07-05,2025-06-14,Quarterly,Active,1,122522.56,223200.67,4,8599.55,LO171,BR41,False
LOAN002265,CUST07279,Home,Secured,210987.69,11.46,84,3663.86,2022-10-25,2029-09-18,Monthly,Closed,194,174422.26,153461.06,1,44008.1,LO118,BR26,False
LOAN002266,CUST05178,Wedding,Unsecured,215294.26,12.1,180,2597.76,2024-04-15,2039-01-27,Bi-Annual,Closed,139,48006.11,54500.04,12,30375.51,LO144,BR24,True
LOAN002267,CUST06877,Vehicle,Unsecured,87622.32,9.14,84,1416.0,2019-02-08,2026-01-02,Monthly,Closed,36,63780.03,40545.87,12,18564.43,LO124,BR39,True
LOAN002268,CUST03290,Home,Unsecured,206202.99,14.13,120,3217.78,2024-06-17,2034-04-26,Monthly,Active,218,25268.77,191972.96,16,1987.77,LO199,BR30,False
LOAN002269,CUST06454,Personal,Secured,769493.04,14.92,36,26644.59,2019-11-24,2022-11-08,Monthly,Defaulted,27,454009.64,206028.34,10,41159.85,LO196,BR14,False
LOAN002270,CUST07439,Personal,Unsecured,54166.71,8.94,12,4735.45,2024-05-20,2025-05-15,Monthly,Defaulted,37,43906.53,83864.38,17,37423.4,LO154,BR39,True
LOAN002271,CUST07155,Vehicle,Unsecured,237134.62,9.97,240,2283.69,2021-09-21,2041-06-08,Monthly,Active,143,233619.65,76566.46,10,458.76,LO144,BR40,True
LOAN002272,CUST08882,Wedding,Unsecured,229165.87,9.63,240,2155.62,2024-06-09,2044-02-25,Monthly,Active,123,126257.21,100780.75,17,16295.79,LO140,BR41,False
LOAN002273,CUST01973,Personal,Unsecured,359195.36,15.89,36,12608.74,2018-11-28,2021-11-12,Quarterly,Defaulted,14,31495.19,46218.93,18,13134.9,LO119,BR42,False
LOAN002274,CUST00375,Personal,Unsecured,585594.43,17.53,24,29102.46,2018-12-20,2020-12-09,Monthly,Defaulted,86,254131.92,1085370.21,17,25381.4,LO119,BR29,True
